province_region,NOC code,Occupational Group,2016,2017,2018,2019,2020,2021,2022,2023
Alberta,7441,Residential and commercial installers and servicers,2,9,15,40,8,0,35,77
Alberta,7444,Pest controllers and fumigators,0,0,0,1,0,0,0,0
Alberta,7445,Other repairers and servicers,1,3,1,1,0,0,4,3
Alberta,7452,Material handlers,9,1,6,22,2,0,69,100
Alberta,7511,Transport truck drivers,168,115,139,"1,301",602,139,"2,037","1,716"
Alberta,7512,"Bus drivers, subway operators and other transit operators",0,0,0,0,0,0,0,1
Alberta,7513,Taxi and limousine drivers and chauffeurs,0,0,0,2,0,0,6,5
Alberta,7514,Delivery and courier service drivers,4,5,0,14,10,0,59,82
Alberta,7521,Heavy equipment operators (except crane),24,26,48,11,9,14,42,175
Alberta,7522,Public works maintenance equipment operators and related workers,0,0,0,1,0,2,10,3
Alberta,7534,Air transport ramp attendants,0,0,0,0,0,0,0,1
Alberta,7535,Other automotive mechanical installers and servicers,1,10,2,38,8,2,90,108
Alberta,7611,Construction trades helpers and labourers,26,34,16,42,8,0,350,"1,285"
Alberta,7612,Other trades helpers and labourers,0,1,21,6,22,1,52,198
Alberta,7621,Public works and maintenance labourers,0,0,0,0,0,0,0,5
Alberta,7622,Railway and motor transport labourers,0,1,0,3,0,0,5,23
Alberta,8211,"Supervisors, logging and forestry",0,0,0,1,0,0,0,0
Alberta,8221,"Supervisors, mining and quarrying",2,3,0,1,0,0,0,0
Alberta,8222,"Contractors and supervisors, oil and gas drilling and services",1,0,0,0,0,0,0,4
Alberta,8231,Underground production and development miners,0,0,0,0,2,0,0,0
Alberta,8232,"Oil and gas well drillers, servicers, testers and related workers",4,1,3,2,0,1,2,3
Alberta,8241,Logging machinery operators,0,0,0,0,0,3,3,7
Alberta,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",286,281,261,372,348,353,449,536
Alberta,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",35,25,84,60,57,26,73,109
Alberta,8421,Chain saw and skidder operators,0,0,0,0,0,0,0,1
Alberta,8431,General farm workers,"1,054","1,154","1,410","1,430","1,263","1,445","1,616","2,723"
Alberta,8432,Nursery and greenhouse workers,887,855,918,927,891,856,861,"1,293"
Alberta,8611,Harvesting labourers,54,103,58,95,35,175,8,44
Alberta,8612,Landscaping and grounds maintenance labourers,55,19,29,55,5,0,126,267
Alberta,8613,Aquaculture and marine harvest labourers,0,0,0,4,0,0,0,0
Alberta,8615,"Oil and gas drilling, servicing and related labourers",0,0,0,1,0,0,17,10
Alberta,8616,Logging and forestry labourers,1,0,0,0,0,0,0,0
Alberta,9211,"Supervisors, mineral and metal processing",1,0,0,0,0,0,1,1
Alberta,9212,"Supervisors, petroleum, gas and chemical processing and utilities",0,1,0,0,0,1,14,3
Alberta,9213,"Supervisors, food, beverage and associated products processing",4,14,2,7,2,6,1,2
Alberta,9214,"Supervisors, plastic and rubber products manufacturing",1,2,0,2,3,2,2,4
Alberta,9215,"Supervisors, forest products processing",0,1,0,0,0,0,0,0
Alberta,9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",3,1,2,1,0,1,2,0
Alberta,9222,"Supervisors, electronics manufacturing",1,0,0,0,0,1,0,0
Alberta,9224,"Supervisors, furniture and fixtures manufacturing",4,7,6,5,0,1,4,4
Alberta,9226,"Supervisors, other mechanical and metal products manufacturing",0,1,0,0,0,0,1,0
Alberta,9227,"Supervisors, other products manufacturing and assembly",3,6,2,3,0,4,2,2
Alberta,9231,"Central control and process operators, mineral and metal processing",0,1,0,0,0,0,0,0
Alberta,9232,"Petroleum, gas and chemical process operators",4,0,0,0,0,0,0,0
Alberta,9243,Water and waste treatment plant operators,0,0,0,0,0,1,0,0
Alberta,9412,Foundry workers,0,0,0,0,0,0,20,5
Alberta,9413,Glass forming and finishing machine operators and glass cutters,0,0,0,0,0,0,0,22
Alberta,9414,"Concrete, clay and stone forming operators",3,4,1,3,1,0,6,2
Alberta,9416,Metalworking and forging machine operators,0,3,1,1,0,0,7,4
Alberta,9417,Machining tool operators,0,9,0,8,0,0,3,34
Alberta,9421,Chemical plant machine operators,7,8,4,6,6,0,0,0
Alberta,9422,Plastics processing machine operators,1,1,0,0,0,0,10,4
Alberta,9423,Rubber processing machine operators and related workers,0,0,0,0,4,0,9,0
Alberta,9431,Sawmill machine operators,2,2,0,0,0,0,0,0
Alberta,9437,Woodworking machine operators,3,0,0,0,0,0,0,2
Alberta,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",0,0,0,1,0,0,0,3
Alberta,9442,"Weavers, knitters and other fabric making occupations",0,0,0,2,0,0,0,3
Alberta,9445,"Fabric, fur and leather cutters",0,0,0,0,0,0,0,1
Alberta,9446,Industrial sewing machine operators,0,1,2,0,1,0,1,6
Alberta,9461,"Process control and machine operators, food, beverage and associated products processing",0,2,1,0,0,0,2,7
Alberta,9462,"Industrial butchers and meat cutters, poultry preparers and related workers",137,190,152,276,287,159,545,245
Alberta,9465,"Testers and graders, food, beverage and associated products processing",0,0,0,0,0,0,0,1
Alberta,9471,Plateless printing equipment operators,0,0,0,1,0,0,0,1
Alberta,9521,Aircraft assemblers and aircraft assembly inspectors,0,0,0,0,0,0,0,4
Alberta,9523,"Electronics assemblers, fabricators, inspectors and testers",0,0,0,2,0,0,1,4
Alberta,9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",0,0,0,0,0,0,0,2
Alberta,9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",0,0,0,0,0,0,2,0
Alberta,9526,Mechanical assemblers and inspectors,3,0,0,3,0,0,0,1
Alberta,9527,"Machine operators and inspectors, electrical apparatus manufacturing",1,1,0,1,0,0,0,0
Alberta,9532,Furniture and fixture assemblers and inspectors,0,0,0,0,0,0,5,5
Alberta,9533,Other wood products assemblers and inspectors,0,0,0,6,0,0,11,35
Alberta,9535,"Plastic products assemblers, finishers and inspectors",0,2,0,1,0,0,3,12
Alberta,9536,"Industrial painters, coaters and metal finishing process operators",3,0,0,1,0,0,9,8
Alberta,9537,"Other products assemblers, finishers and inspectors",0,0,0,0,0,0,13,5
Alberta,9612,Labourers in metal fabrication,1,0,0,1,0,0,18,13
Alberta,9613,Labourers in chemical products processing and utilities,48,3,25,1,1,0,5,0
Alberta,9614,"Labourers in wood, pulp and paper processing",0,0,0,0,0,0,8,0
Alberta,9615,Labourers in rubber and plastic products manufacturing,1,0,0,1,0,0,11,1
Alberta,9617,"Labourers in food, beverage and associated products processing",10,15,9,34,22,0,114,74
Alberta,9619,"Other labourers in processing, manufacturing and utilities",25,5,4,24,2,0,86,91
British Columbia,0012,Senior government managers and officials,0,0,0,0,1,0,0,3
British Columbia,0013,"Senior managers - financial, communications and other business services",27,13,23,32,37,45,27,28
British Columbia,0014,"Senior managers - health, education, social and community services and membership organizations",3,6,6,7,21,26,9,18
British Columbia,0015,"Senior managers - trade, broadcasting and other services, n.e.c.",21,20,20,39,64,79,47,53
British Columbia,0016,"Senior managers - construction, transportation, production and utilities",31,35,29,32,38,35,15,27
British Columbia,0111,Financial managers,16,8,4,6,12,12,23,28
British Columbia,0112,Human resources managers,8,3,3,2,6,6,9,8
British Columbia,0113,Purchasing managers,10,8,5,8,13,16,15,16
British Columbia,0114,Other administrative services managers,6,9,2,10,8,15,46,52
British Columbia,0121,"Insurance, real estate and financial brokerage managers",1,0,1,0,2,0,0,2
British Columbia,0122,"Banking, credit and other investment managers",0,0,1,0,1,0,0,2
British Columbia,0124,"Advertising, marketing and public relations managers",32,27,15,19,30,37,76,70
British Columbia,0125,Other business services managers,4,2,2,5,15,13,18,7
British Columbia,0131,Telecommunication carriers managers,0,1,0,1,2,0,1,0
British Columbia,0132,Postal and courier services managers,0,1,0,0,0,1,0,2
British Columbia,0211,Engineering managers,13,9,5,9,2,2,3,8
British Columbia,0212,Architecture and science managers,0,2,1,1,0,1,0,4
British Columbia,0213,Computer and information systems managers,43,60,38,38,62,86,161,55
British Columbia,0311,Managers in health care,1,0,1,1,2,1,2,3
British Columbia,0411,Government managers - health and social policy development and program administration,0,0,0,0,0,0,0,1
British Columbia,0412,"Government managers - economic analysis, policy development and program administration",1,0,0,0,0,0,0,1
British Columbia,0413,Government managers - education policy development and program administration,0,0,0,1,0,0,0,0
British Columbia,0421,Administrators - post-secondary education and vocational training,3,1,2,0,3,0,1,1
British Columbia,0422,School principals and administrators of elementary and secondary education,0,3,0,1,1,1,1,0
British Columbia,0423,"Managers in social, community and correctional services",0,0,0,0,0,2,1,1
British Columbia,0433,Commissioned officers of the Canadian Forces,0,0,1,2,0,0,0,0
British Columbia,0511,"Library, archive, museum and art gallery managers",1,0,1,0,0,0,0,0
British Columbia,0512,"Managers - publishing, motion pictures, broadcasting and performing arts",15,8,3,1,4,1,2,4
British Columbia,0513,"Recreation, sports and fitness program and service directors",0,2,1,0,4,2,2,3
British Columbia,0601,Corporate sales managers,8,12,5,9,15,10,28,26
British Columbia,0621,Retail and wholesale trade managers,54,71,74,145,161,128,192,167
British Columbia,0631,Restaurant and food service managers,84,128,115,320,435,314,455,379
British Columbia,0632,Accommodation service managers,14,21,10,24,28,15,31,20
British Columbia,0651,"Managers in customer and personal services, n.e.c.",15,33,26,47,70,73,67,45
British Columbia,0711,Construction managers,25,25,18,33,40,27,67,48
British Columbia,0712,Home building and renovation managers,2,2,0,1,4,5,16,5
British Columbia,0714,Facility operation and maintenance managers,3,2,5,7,8,9,17,16
British Columbia,0731,Managers in transportation,4,8,4,13,5,11,14,17
British Columbia,0811,Managers in natural resources production and fishing,2,1,1,1,0,1,0,0
British Columbia,0821,Managers in agriculture,13,25,23,31,77,22,40,30
British Columbia,0822,Managers in horticulture,6,6,9,9,22,3,13,12
British Columbia,0823,Managers in aquaculture,1,0,1,1,0,1,0,0
British Columbia,0911,Manufacturing managers,16,12,5,7,14,12,12,13
British Columbia,0912,Utilities managers,0,0,0,0,0,1,0,1
British Columbia,1111,Financial auditors and accountants,10,12,5,9,7,9,15,4
British Columbia,1112,Financial and investment analysts,7,6,1,2,3,5,17,22
British Columbia,1113,"Securities agents, investment dealers and brokers",1,2,0,1,1,0,0,0
British Columbia,1114,Other financial officers,1,0,0,1,0,1,1,2
British Columbia,1121,Human resources professionals,0,1,1,1,2,8,11,10
British Columbia,1122,Professional occupations in business management consulting,14,4,5,3,6,2,6,5
British Columbia,1123,"Professional occupations in advertising, marketing and public relations",21,25,26,48,68,77,144,145
British Columbia,1211,"Supervisors, general office and administrative support workers",10,9,4,20,11,8,10,18
British Columbia,1212,"Supervisors, finance and insurance office workers",6,2,0,0,2,1,4,5
British Columbia,1213,"Supervisors, library, correspondence and related information workers",8,8,0,0,0,0,0,0
British Columbia,1214,"Supervisors, mail and message distribution occupations",1,0,1,0,0,1,0,2
British Columbia,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",39,59,39,113,88,106,196,170
British Columbia,1221,Administrative officers,68,112,97,245,217,186,449,462
British Columbia,1222,Executive assistants,6,2,0,4,4,4,2,8
British Columbia,1223,Human resources and recruitment officers,14,5,4,9,12,13,28,17
British Columbia,1224,Property administrators,3,2,0,1,5,2,2,5
British Columbia,1225,Purchasing agents and officers,32,24,24,15,13,3,8,14
British Columbia,1226,Conference and event planners,4,3,3,6,2,1,0,10
British Columbia,1241,Administrative assistants,38,71,109,338,392,307,675,802
British Columbia,1242,Legal administrative assistants,6,2,3,7,6,8,26,17
British Columbia,1243,Medical administrative assistants,4,6,6,15,22,13,24,28
British Columbia,1253,Records management technicians,0,0,0,0,1,0,3,0
British Columbia,1254,Statistical officers and related research support occupations,0,0,0,0,0,0,0,1
British Columbia,1311,Accounting technicians and bookkeepers,72,76,78,189,190,148,334,408
British Columbia,1313,Insurance underwriters,0,0,0,0,0,0,0,1
British Columbia,1314,"Assessors, valuators and appraisers",0,0,0,0,0,0,0,2
British Columbia,1315,"Customs, ship and other brokers",0,0,1,0,0,1,2,1
British Columbia,1411,General office support workers,4,0,1,5,1,1,7,15
British Columbia,1414,Receptionists,0,0,1,2,2,1,4,11
British Columbia,1415,Personnel clerks,0,0,0,0,0,0,2,0
British Columbia,1422,Data entry clerks,0,0,0,1,0,0,3,2
British Columbia,1431,Accounting and related clerks,0,0,0,0,0,0,1,3
British Columbia,1432,Payroll clerks,0,0,0,0,1,0,0,1
British Columbia,1511,"Mail, postal and related workers",0,0,0,0,0,0,0,2
British Columbia,1513,"Couriers, messengers and door-to-door distributors",0,0,0,0,0,0,0,1
British Columbia,1521,Shippers and receivers,1,1,3,12,3,2,17,24
British Columbia,1522,Storekeepers and partspersons,0,0,0,0,0,0,2,2
British Columbia,1523,Production logistics co-ordinators,0,0,1,0,0,0,1,14
British Columbia,1524,Purchasing and inventory control workers,0,2,0,1,1,0,1,0
British Columbia,1525,Dispatchers,0,0,0,0,0,2,2,15
British Columbia,2111,Physicists and astronomers,1,3,1,0,1,2,5,2
British Columbia,2112,Chemists,0,0,1,2,0,1,3,1
British Columbia,2113,Geoscientists and oceanographers,2,1,0,1,7,2,2,2
British Columbia,2114,Meteorologists and climatologists,0,0,0,0,1,0,0,0
British Columbia,2115,Other professional occupations in physical sciences,1,0,0,0,2,0,0,1
British Columbia,2121,Biologists and related scientists,2,4,3,4,2,3,1,1
British Columbia,2123,"Agricultural representatives, consultants and specialists",0,0,0,0,0,1,0,0
British Columbia,2131,Civil engineers,11,5,2,3,5,2,7,15
British Columbia,2132,Mechanical engineers,6,4,0,4,3,5,6,14
British Columbia,2133,Electrical and electronics engineers,25,22,2,5,3,1,4,2
British Columbia,2134,Chemical engineers,1,0,0,0,2,1,2,1
British Columbia,2141,Industrial and manufacturing engineers,1,0,0,1,0,3,0,2
British Columbia,2142,Metallurgical and materials engineers,1,0,0,0,0,0,0,0
British Columbia,2143,Mining engineers,1,1,0,1,0,0,1,0
British Columbia,2144,Geological engineers,1,0,0,0,0,0,0,1
British Columbia,2146,Aerospace engineers,1,0,0,0,0,0,0,0
British Columbia,2147,Computer engineers (except software engineers and designers),5,4,2,10,11,5,25,11
British Columbia,2148,"Other professional engineers, n.e.c.",3,1,0,2,2,1,4,3
British Columbia,2151,Architects,5,2,3,1,1,0,2,2
British Columbia,2161,"Mathematicians, statisticians and actuaries",2,3,1,1,1,2,0,2
British Columbia,2171,Information systems analysts and consultants,27,28,46,44,31,86,114,87
British Columbia,2172,Database analysts and data administrators,11,11,15,10,22,28,52,36
British Columbia,2173,Software engineers and designers,382,554,456,541,543,449,748,172
British Columbia,2174,Computer programmers and interactive media developers,35,52,57,87,89,150,195,129
British Columbia,2175,Web designers and developers,40,50,57,48,58,54,81,75
British Columbia,2211,Chemical technologists and technicians,6,6,0,4,3,1,7,9
British Columbia,2212,Geological and mineral technologists and technicians,6,0,2,0,0,5,1,0
British Columbia,2221,Biological technologists and technicians,0,0,0,4,3,0,3,3
British Columbia,2225,Landscape and horticulture technicians and specialists,7,15,11,46,47,73,101,123
British Columbia,2231,Civil engineering technologists and technicians,2,7,1,5,2,0,7,2
British Columbia,2232,Mechanical engineering technologists and technicians,57,16,16,16,10,21,14,10
British Columbia,2233,Industrial engineering and manufacturing technologists and technicians,18,8,6,3,10,7,4,7
British Columbia,2234,Construction estimators,5,4,1,7,3,3,6,10
British Columbia,2241,Electrical and electronics engineering technologists and technicians,28,20,14,15,5,4,8,13
British Columbia,2242,Electronic service technicians (household and business equipment),24,15,6,16,7,22,23,22
British Columbia,2243,Industrial instrument technicians and mechanics,14,12,11,4,0,3,4,0
British Columbia,2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",0,0,0,1,0,0,0,0
British Columbia,2251,Architectural technologists and technicians,8,3,2,3,6,1,9,6
British Columbia,2252,Industrial designers,3,3,3,2,4,2,6,1
British Columbia,2253,Drafting technologists and technicians,10,20,6,21,26,7,33,24
British Columbia,2254,Land survey technologists and technicians,1,1,1,0,1,0,10,2
British Columbia,2255,Technical occupations in geomatics and meteorology,3,0,0,1,1,0,0,2
British Columbia,2261,Non-destructive testers and inspection technicians,3,1,0,0,0,0,4,2
British Columbia,2262,Engineering inspectors and regulatory officers,0,0,0,1,0,0,1,0
British Columbia,2263,Inspectors in public and environmental health and occupational health and safety,8,0,1,0,0,1,0,3
British Columbia,2264,Construction inspectors,0,1,0,0,1,0,2,2
British Columbia,2271,"Air pilots, flight engineers and flying instructors",0,9,4,0,5,3,10,15
British Columbia,2272,Air traffic controllers and related occupations,0,0,0,1,0,0,0,0
British Columbia,2273,"Deck officers, water transport",8,11,27,55,43,1,2,8
British Columbia,2274,"Engineer officers, water transport",6,3,15,35,30,0,4,8
British Columbia,2281,Computer network technicians,12,11,4,14,7,25,48,51
British Columbia,2282,User support technicians,11,10,1,14,5,7,24,28
British Columbia,2283,Information systems testing technicians,1,2,1,6,1,5,10,4
British Columbia,3012,Registered nurses and registered psychiatric nurses,1,1,5,4,3,6,3,6
British Columbia,3111,Specialist physicians,6,2,0,2,1,5,1,2
British Columbia,3112,General practitioners and family physicians,3,2,2,1,1,4,14,18
British Columbia,3113,Dentists,2,1,1,0,1,1,2,1
British Columbia,3114,Veterinarians,2,3,4,5,3,7,19,10
British Columbia,3121,Optometrists,0,1,1,0,0,0,0,1
British Columbia,3122,Chiropractors,0,0,0,0,0,0,0,1
British Columbia,3124,Allied primary health practitioners,0,0,0,0,1,0,0,0
British Columbia,3131,Pharmacists,5,2,0,0,2,0,1,4
British Columbia,3132,Dietitians and nutritionists,1,0,0,0,0,0,0,0
British Columbia,3141,Audiologists and speech-language pathologists,1,2,2,2,0,1,3,2
British Columbia,3142,Physiotherapists,3,2,3,1,5,8,22,19
British Columbia,3143,Occupational therapists,0,2,0,1,0,0,1,0
British Columbia,3144,Other professional occupations in therapy and assessment,0,0,0,0,0,2,1,0
British Columbia,3211,Medical laboratory technologists,0,0,0,0,0,0,0,1
British Columbia,3212,Medical laboratory technicians and pathologists' assistants,0,0,0,0,0,0,0,1
British Columbia,3213,Animal health technologists and veterinary technicians,4,6,9,10,19,29,48,32
British Columbia,3214,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",1,1,0,3,3,1,0,5
British Columbia,3215,Medical radiation technologists,0,0,0,0,0,1,0,0
British Columbia,3216,Medical sonographers,1,0,0,0,0,1,0,0
British Columbia,3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2,0,0,0,0,0,0,0
British Columbia,3219,Other medical technologists and technicians (except dental health),1,1,1,2,2,3,4,10
British Columbia,3221,Denturists,0,1,0,1,0,0,1,0
British Columbia,3222,Dental hygienists and dental therapists,1,0,0,2,4,2,2,1
British Columbia,3223,"Dental technologists, technicians and laboratory assistants",9,17,19,17,19,12,11,13
British Columbia,3231,Opticians,1,1,0,0,0,2,1,0
British Columbia,3232,Practitioners of natural healing,8,18,13,18,10,9,14,20
British Columbia,3233,Licensed practical nurses,5,1,3,8,8,15,6,4
British Columbia,3234,Paramedical occupations,0,1,0,0,0,0,0,0
British Columbia,3236,Massage therapists,0,0,0,5,4,3,7,6
British Columbia,3237,Other technical occupations in therapy and assessment,1,1,1,3,7,4,9,22
British Columbia,3411,Dental assistants,0,2,1,2,0,0,3,8
British Columbia,3413,"Nurse aides, orderlies and patient service associates",11,15,0,37,51,54,119,133
British Columbia,3414,Other assisting occupations in support of health services,0,0,0,1,1,6,4,19
British Columbia,4011,University professors and lecturers,33,33,42,48,43,34,47,46
British Columbia,4012,Post-secondary teaching and research assistants,0,2,0,0,2,1,1,1
British Columbia,4021,College and other vocational instructors,14,7,5,7,5,11,21,26
British Columbia,4031,Secondary school teachers,2,4,1,1,1,4,1,1
British Columbia,4032,Elementary school and kindergarten teachers,3,3,1,2,7,4,3,3
British Columbia,4033,Educational counsellors,1,2,1,1,3,1,2,2
British Columbia,4111,Judges,0,0,1,0,0,0,0,0
British Columbia,4112,Lawyers and Quebec notaries,0,1,0,0,0,0,0,0
British Columbia,4151,Psychologists,1,1,0,0,0,0,0,0
British Columbia,4153,"Family, marriage and other related counsellors",2,0,1,2,0,0,0,1
British Columbia,4154,Professional occupations in religion,8,2,1,2,1,0,1,1
British Columbia,4156,Employment counsellors,0,0,1,0,0,0,0,0
British Columbia,4161,"Natural and applied science policy researchers, consultants and program officers",0,0,0,0,0,1,2,0
British Columbia,4162,Economists and economic policy researchers and analysts,2,0,0,1,0,2,0,0
British Columbia,4163,Business development officers and marketing researchers and consultants,7,4,11,8,16,26,28,31
British Columbia,4164,"Social policy researchers, consultants and program officers",0,1,0,0,0,1,0,0
British Columbia,4165,"Health policy researchers, consultants and program officers",0,2,1,1,1,1,2,0
British Columbia,4166,"Education policy researchers, consultants and program officers",1,3,0,1,3,0,1,4
British Columbia,4167,"Recreation, sports and fitness policy researchers, consultants and program officers",1,0,4,0,2,0,3,2
British Columbia,4211,Paralegal and related occupations,2,0,0,0,0,0,2,1
British Columbia,4212,Social and community service workers,6,4,2,3,4,3,11,23
British Columbia,4214,Early childhood educators and assistants,90,144,161,334,345,291,403,506
British Columbia,4215,Instructors of persons with disabilities,0,2,2,2,0,0,3,1
British Columbia,4216,Other instructors,6,3,1,3,2,2,6,4
British Columbia,4217,Other religious occupations,8,2,0,0,2,0,2,0
British Columbia,4313,Non-commissioned ranks of the Canadian Forces,0,0,0,3,0,0,0,0
British Columbia,4411,Home child care providers,"1,235","1,484","1,991","1,373",780,"1,027",637,511
British Columbia,4412,"Home support workers, housekeepers and related occupations",301,396,558,396,233,295,189,225
British Columbia,4413,Elementary and secondary school teacher assistants,0,0,0,1,0,0,2,0
British Columbia,5112,Conservators and curators,0,1,0,0,0,0,0,0
British Columbia,5121,Authors and writers,4,3,6,1,4,1,6,5
British Columbia,5122,Editors,3,2,0,3,2,2,4,3
British Columbia,5123,Journalists,0,0,1,2,4,1,1,1
British Columbia,5125,"Translators, terminologists and interpreters",3,13,19,4,0,1,2,5
British Columbia,5131,"Producers, directors, choreographers and related occupations",191,76,79,87,73,55,102,54
British Columbia,5132,"Conductors, composers and arrangers",1,3,0,0,0,0,1,0
British Columbia,5133,Musicians and singers,7,9,5,2,0,0,3,1
British Columbia,5134,Dancers,13,3,1,5,0,3,3,3
British Columbia,5135,Actors and comedians,277,51,20,40,5,31,20,21
British Columbia,5136,"Painters, sculptors and other visual artists",5,0,1,0,1,1,2,2
British Columbia,5212,Technical occupations related to museums and art galleries,0,0,1,1,0,0,1,0
British Columbia,5221,Photographers,21,9,10,12,6,5,6,10
British Columbia,5222,Film and video camera operators,24,14,11,14,2,3,15,9
British Columbia,5223,Graphic arts technicians,5,2,1,6,3,1,3,2
British Columbia,5224,Broadcast technicians,0,0,0,1,0,1,0,1
British Columbia,5225,Audio and video recording technicians,31,7,15,14,4,1,16,7
British Columbia,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",69,38,64,54,30,8,26,20
British Columbia,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",42,11,32,14,0,2,7,4
British Columbia,5231,Announcers and other broadcasters,4,1,2,2,2,1,2,5
British Columbia,5232,"Other performers, n.e.c.",80,54,87,63,11,1,3,16
British Columbia,5241,Graphic designers and illustrators,"1,156",924,530,438,269,363,466,378
British Columbia,5242,Interior designers and interior decorators,4,5,8,7,4,7,20,11
British Columbia,5243,"Theatre, fashion, exhibit and other creative designers",42,15,12,22,5,9,4,11
British Columbia,5244,Artisans and craftspersons,4,5,2,4,3,4,4,2
British Columbia,5245,"Patternmakers - textile, leather and fur products",1,3,1,0,0,3,1,1
British Columbia,5251,Athletes,72,70,83,59,18,7,5,19
British Columbia,5252,Coaches,6,10,8,10,5,7,17,11
British Columbia,5253,Sports officials and referees,0,1,0,0,0,0,4,0
British Columbia,5254,"Program leaders and instructors in recreation, sport and fitness",133,167,170,181,52,110,187,130
British Columbia,6211,Retail sales supervisors,88,119,127,284,262,239,507,547
British Columbia,6221,Technical sales specialists - wholesale trade,16,22,4,15,12,14,37,24
British Columbia,6222,Retail and wholesale buyers,23,29,26,31,22,10,13,13
British Columbia,6231,Insurance agents and brokers,1,1,2,6,4,2,3,9
British Columbia,6232,Real estate agents and salespersons,0,0,0,0,0,1,0,0
British Columbia,6235,Financial sales representatives,0,1,0,0,1,0,0,1
British Columbia,6311,Food service supervisors,404,758,862,"1,381","1,428","1,613","2,751","2,343"
British Columbia,6312,Executive housekeepers,7,13,11,22,21,51,76,44
British Columbia,6313,"Accommodation, travel, tourism and related services supervisors",24,33,37,60,39,41,63,69
British Columbia,6314,Customer and information services supervisors,1,17,19,19,15,4,6,8
British Columbia,6315,Cleaning supervisors,44,65,57,152,147,142,254,232
British Columbia,6316,Other services supervisors,15,20,22,47,43,34,102,86
British Columbia,6321,Chefs,64,90,75,177,92,122,210,179
British Columbia,6322,Cooks,971,"1,415","1,520","2,551","1,930","2,101","3,900","3,171"
British Columbia,6331,"Butchers, meat cutters and fishmongers - retail and wholesale",31,44,41,67,198,135,153,325
British Columbia,6332,Bakers,49,71,82,153,117,124,297,272
British Columbia,6341,Hairstylists and barbers,90,134,150,190,194,139,325,264
British Columbia,6342,"Tailors, dressmakers, furriers and milliners",4,12,15,28,16,13,30,15
British Columbia,6343,Shoe repairers and shoemakers,0,2,0,2,2,1,4,1
British Columbia,6344,"Jewellers, jewellery and watch repairers and related occupations",1,9,4,9,6,6,6,3
British Columbia,6345,Upholsterers,5,1,3,8,3,5,8,7
British Columbia,6346,Funeral directors and embalmers,0,0,0,0,1,1,1,0
British Columbia,6411,Sales and account representatives - wholesale trade (non-technical),0,0,1,3,0,1,3,3
British Columbia,6421,Retail salespersons,6,0,0,17,10,13,67,106
British Columbia,6511,Maîtres d'hôtel and hosts/hostesses,0,1,0,1,1,3,9,5
British Columbia,6512,Bartenders,0,0,3,4,2,4,12,17
British Columbia,6513,Food and beverage servers,4,18,25,78,57,40,158,182
British Columbia,6521,Travel counsellors,2,1,1,3,0,0,0,1
British Columbia,6522,Pursers and flight attendants,0,0,0,0,0,0,1,0
British Columbia,6525,Hotel front desk clerks,2,10,2,27,18,21,103,76
British Columbia,6531,Tour and travel guides,13,5,2,3,1,0,0,0
British Columbia,6532,Outdoor sport and recreational guides,19,18,16,26,5,9,41,41
British Columbia,6541,Security guards and related security service occupations,6,4,4,6,0,2,33,22
British Columbia,6552,Other customer and information services representatives,0,1,0,0,0,0,3,6
British Columbia,6562,"Estheticians, electrologists and related occupations",7,29,24,77,41,93,195,200
British Columbia,6563,Pet groomers and animal care workers,2,6,2,8,5,2,5,4
British Columbia,6564,Other personal service occupations,1,3,4,3,3,3,9,3
British Columbia,6611,Cashiers,0,2,1,7,2,0,30,86
British Columbia,6621,Service station attendants,0,0,0,0,0,0,4,3
British Columbia,6622,"Store shelf stockers, clerks and order fillers",0,0,0,2,0,0,23,70
British Columbia,6623,Other sales related occupations,0,0,1,0,0,0,0,17
British Columbia,6711,"Food counter attendants, kitchen helpers and related support occupations",15,27,128,360,78,6,"1,442","1,707"
British Columbia,6721,"Support occupations in accommodation, travel and facilities set-up services",0,0,0,0,1,0,1,9
British Columbia,6722,"Operators and attendants in amusement, recreation and sport",68,0,80,160,38,0,112,94
British Columbia,6731,Light duty cleaners,10,31,47,141,71,108,629,698
British Columbia,6732,Specialized cleaners,8,8,0,18,13,14,41,77
British Columbia,6733,"Janitors, caretakers and building superintendents",0,1,2,21,20,13,67,128
British Columbia,6741,"Dry cleaning, laundry and related occupations",0,0,0,13,0,25,14,31
British Columbia,6742,"Other service support occupations, n.e.c.",24,17,16,24,23,9,11,7
British Columbia,7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",12,2,4,1,2,2,3,7
British Columbia,7202,"Contractors and supervisors, electrical trades and telecommunications occupations",8,5,3,3,3,0,4,9
British Columbia,7203,"Contractors and supervisors, pipefitting trades",6,1,1,2,1,0,0,3
